Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"DPZ","DOMINOS PIZZA INC","Consumer Discretionary","Equity","10,203,832.32","0.02","10,203,832.32","22,647.00","450.56","United States","NASDAQ","USD","1.00","USD","-"
"BBY","BEST BUY INC","Consumer Discretionary","Equity","10,196,234.10","0.02","10,196,234.10","137,601.00","74.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GGG","GRACO INC","Industrials","Equity","10,178,615.88","0.02","10,178,615.88","118,054.00","86.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EG","EVEREST GROUP LTD","Financials","Equity","10,166,465.63","0.02","10,166,465.63","30,097.00","337.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FDS","FACTSET RESEARCH SYSTEMS INC","Financials","Equity","10,162,800.60","0.02","10,162,800.60","27,166.00","374.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOCU","DOCUSIGN INC","Information Technology","Equity","10,148,314.88","0.02","10,148,314.88","143,176.00","70.88","United States","NASDAQ","USD","1.00","USD","-"
"RPRX","ROYALTY PHARMA PLC CLASS A","Health Care","Equity","10,052,784.00","0.02","10,052,784.00","279,244.00","36.00","United States","NASDAQ","USD","1.00","USD","-"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","9,905,112.00","0.02","9,905,112.00","117,918.00","84.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BJ","BJS WHOLESALE CLUB HOLDINGS INC","Consumer Staples","Equity","9,902,237.88","0.02","9,902,237.88","94,722.00","104.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EWBC","EAST WEST BANCORP INC","Financials","Equity","9,850,629.18","0.02","9,850,629.18","97,319.00","101.22","United States","NASDAQ","USD","1.00","USD","-"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Materials","Equity","9,769,137.30","0.02","9,769,137.30","181,515.00","53.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UTHR","UNITED THERAPEUTICS CORP","Health Care","Equity","9,758,055.88","0.02","9,758,055.88","31,154.00","313.22","United States","NASDAQ","USD","1.00","USD","-"
"BAH","BOOZ ALLEN HAMILTON HOLDING CORP C","Industrials","Equity","9,748,530.96","0.02","9,748,530.96","88,914.00","109.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INCY","INCYTE CORP","Health Care","Equity","9,738,850.68","0.02","9,738,850.68","113,958.00","85.46","United States","NASDAQ","USD","1.00","USD","-"
"AVY","AVERY DENNISON CORP","Materials","Equity","9,706,859.04","0.02","9,706,859.04","55,376.00","175.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"Z","ZILLOW GROUP INC CLASS C","Real Estate","Equity","9,672,807.00","0.02","9,672,807.00","115,842.00","83.50","United States","NASDAQ","USD","1.00","USD","-"
"ITT","ITT INC","Industrials","Equity","9,614,895.15","0.02","9,614,895.15","57,351.00","167.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COHR","COHERENT CORP","Information Technology","Equity","9,585,498.24","0.02","9,585,498.24","109,224.00","87.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Real Estate","Equity","9,563,576.49","0.02","9,563,576.49","122,187.00","78.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MANH","MANHATTAN ASSOCIATES INC","Information Technology","Equity","9,424,061.55","0.02","9,424,061.55","43,721.00","215.55","United States","NASDAQ","USD","1.00","USD","-"
"OC","OWENS CORNING","Industrials","Equity","9,368,593.92","0.02","9,368,593.92","61,506.00","152.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TOL","TOLL BROTHERS INC","Consumer Discretionary","Equity","9,322,655.40","0.02","9,322,655.40","70,530.00","132.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LECO","LINCOLN ELECTRIC HOLDINGS INC","Industrials","Equity","9,293,431.50","0.02","9,293,431.50","38,602.00","240.75","United States","NASDAQ","USD","1.00","USD","-"
"APG","API GROUP CORP","Industrials","Equity","9,283,740.75","0.02","9,283,740.75","262,475.00","35.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"REG","REGENCY CENTERS REIT CORP","Real Estate","Equity","9,229,974.86","0.02","9,229,974.86","128,587.00","71.78","United States","NASDAQ","USD","1.00","USD","-"
"HEI","HEICO CORP","Industrials","Equity","9,194,986.50","0.02","9,194,986.50","30,197.00","304.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DUOL","DUOLINGO INC CLASS A","Consumer Discretionary","Equity","9,171,248.52","0.02","9,171,248.52","26,922.00","340.66","United States","NASDAQ","USD","1.00","USD","-"
"NBIX","NEUROCRINE BIOSCIENCES INC","Health Care","Equity","9,153,796.44","0.02","9,153,796.44","68,924.00","132.81","United States","NASDAQ","USD","1.00","USD","-"
"UDR","UDR REIT INC","Real Estate","Equity","9,151,358.45","0.02","9,151,358.45","235,435.00","38.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VTRS","VIATRIS INC","Health Care","Equity","9,151,692.00","0.02","9,151,692.00","856,900.00","10.68","United States","NASDAQ","USD","1.00","USD","-"
"CIEN","CIENA CORP","Information Technology","Equity","9,115,613.76","0.02","9,115,613.76","102,688.00","88.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IEX","IDEX CORP","Industrials","Equity","9,054,987.90","0.02","9,054,987.90","54,581.00","165.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TKO","TKO GROUP HOLDINGS INC CLASS A","Communication","Equity","9,050,670.10","0.02","9,050,670.10","48,949.00","184.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CLH","CLEAN HARBORS INC","Industrials","Equity","9,031,439.28","0.02","9,031,439.28","36,857.00","245.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BLD","TOPBUILD CORP","Consumer Discretionary","Equity","8,990,356.50","0.02","8,990,356.50","20,739.00","433.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNM","CORE & MAIN INC CLASS A","Industrials","Equity","8,957,017.45","0.02","8,957,017.45","137,483.00","65.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FOXA","FOX CORP CLASS A","Communication","Equity","8,932,188.90","0.02","8,932,188.90","153,606.00","58.15","United States","NASDAQ","USD","1.00","USD","-"
"BAX","BAXTER INTERNATIONAL INC","Health Care","Equity","8,857,628.46","0.02","8,857,628.46","364,062.00","24.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RGA","REINSURANCE GROUP OF AMERICA INC","Financials","Equity","8,859,515.52","0.02","8,859,515.52","46,846.00","189.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NLY","ANNALY CAPITAL MANAGEMENT REIT INC","Financials","Equity","8,828,084.70","0.02","8,828,084.70","425,655.00","20.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RBC","RBC BEARINGS INC","Industrials","Equity","8,779,666.70","0.02","8,779,666.70","22,070.00","397.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DKS","DICKS SPORTING INC","Consumer Discretionary","Equity","8,768,499.67","0.02","8,768,499.67","38,531.00","227.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GLPI","GAMING AND LEISURE PROPERTIES REIT","Real Estate","Equity","8,678,646.90","0.02","8,678,646.90","184,770.00","46.97","United States","NASDAQ","USD","1.00","USD","-"
"ENTG","ENTEGRIS INC","Information Technology","Equity","8,618,256.53","0.02","8,618,256.53","107,099.00","80.47","United States","NASDAQ","USD","1.00","USD","-"
"QXO","QXO INC","Industrials","Equity","8,600,805.50","0.02","8,600,805.50","423,685.00","20.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VIK","VIKING HOLDINGS LTD","Consumer Discretionary","Equity","8,569,489.32","0.02","8,569,489.32","144,706.00","59.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EHC","ENCOMPASS HEALTH CORP","Health Care","Equity","8,548,578.60","0.02","8,548,578.60","69,990.00","122.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COOP","MR COOPER GROUP INC","Financials","Equity","8,538,929.10","0.02","8,538,929.10","44,655.00","191.22","United States","NASDAQ","USD","1.00","USD","-"
"UNM","UNUM","Financials","Equity","8,512,233.45","0.02","8,512,233.45","123,205.00","69.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOC","HEALTHPEAK PROPERTIES INC","Real Estate","Equity","8,506,593.90","0.02","8,506,593.90","493,995.00","17.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMH","AMERICAN HOMES RENT REIT CLASS A","Real Estate","Equity","8,460,542.64","0.02","8,460,542.64","241,868.00","34.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SWK","STANLEY BLACK & DECKER INC","Industrials","Equity","8,443,915.58","0.02","8,443,915.58","110,798.00","76.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","8,446,889.18","0.02","8,446,889.18","52,586.00","160.63","United States","NASDAQ","USD","1.00","USD","-"
"OHI","OMEGA HEALTHCARE INVESTORS REIT IN","Real Estate","Equity","8,436,619.75","0.02","8,436,619.75","204,425.00","41.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GNRC","GENERAC HOLDINGS INC","Industrials","Equity","8,421,880.32","0.02","8,421,880.32","42,304.00","199.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PAYC","PAYCOM SOFTWARE INC","Industrials","Equity","8,405,146.68","0.02","8,405,146.68","36,876.00","227.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Industrials","Equity","8,362,222.31","0.02","8,362,222.31","56,797.00","147.23","United States","NASDAQ","USD","1.00","USD","-"
"CCK","CROWN HOLDINGS INC","Materials","Equity","8,354,042.58","0.02","8,354,042.58","83,382.00","100.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TXRH","TEXAS ROADHOUSE INC","Consumer Discretionary","Equity","8,346,225.86","0.02","8,346,225.86","47,446.00","175.91","United States","NASDAQ","USD","1.00","USD","-"
"NDSN","NORDSON CORP","Industrials","Equity","8,344,387.50","0.02","8,344,387.50","38,365.00","217.50","United States","NASDAQ","USD","1.00","USD","-"
"POOL","POOL CORP","Consumer Discretionary","Equity","8,301,052.02","0.02","8,301,052.02","25,559.00","324.78","United States","NASDAQ","USD","1.00","USD","-"
"RNR","RENAISSANCERE HOLDING LTD","Financials","Equity","8,287,170.96","0.02","8,287,170.96","34,014.00","243.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRS","CARPENTER TECHNOLOGY CORP","Materials","Equity","8,279,109.30","0.02","8,279,109.30","34,265.00","241.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ELS","EQUITY LIFESTYLE PROPERTIES REIT I","Real Estate","Equity","8,223,631.49","0.02","8,223,631.49","135,413.00","60.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"U","UNITY SOFTWARE INC","Information Technology","Equity","8,208,433.17","0.02","8,208,433.17","220,479.00","37.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SJM","JM SMUCKER","Consumer Staples","Equity","8,201,768.34","0.02","8,201,768.34","73,217.00","112.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNX","TD SYNNEX CORP","Information Technology","Equity","8,195,509.13","0.02","8,195,509.13","56,053.00","146.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SWKS","SKYWORKS SOLUTIONS INC","Information Technology","Equity","8,176,661.32","0.02","8,176,661.32","109,124.00","74.93","United States","NASDAQ","USD","1.00","USD","-"
"OWL","BLUE OWL CAPITAL INC CLASS A","Financials","Equity","8,176,965.16","0.02","8,176,965.16","434,252.00","18.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SCI","SERVICE","Consumer Discretionary","Equity","8,154,114.40","0.02","8,154,114.40","99,830.00","81.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NWSA","NEWS CORP CLASS A","Communication","Equity","8,148,244.05","0.02","8,148,244.05","272,973.00","29.85","United States","NASDAQ","USD","1.00","USD","-"
"HST","HOST HOTELS & RESORTS REIT INC","Real Estate","Equity","8,090,017.63","0.02","8,090,017.63","501,551.00","16.13","United States","NASDAQ","USD","1.00","USD","-"
"GL","GLOBE LIFE INC","Financials","Equity","8,086,526.25","0.02","8,086,526.25","59,125.00","136.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROKU","ROKU INC CLASS A","Communication","Equity","8,081,510.40","0.02","8,081,510.40","91,008.00","88.80","United States","NASDAQ","USD","1.00","USD","-"
"CPT","CAMDEN PROPERTY TRUST REIT","Real Estate","Equity","8,082,777.16","0.02","8,082,777.16","74,647.00","108.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RL","RALPH LAUREN CORP CLASS A","Consumer Discretionary","Equity","8,029,463.65","0.02","8,029,463.65","28,139.00","285.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SF","STIFEL FINANCIAL CORP","Financials","Equity","7,990,898.46","0.02","7,990,898.46","70,879.00","112.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIZ","ASSURANT INC","Financials","Equity","7,866,486.96","0.02","7,866,486.96","36,804.00","213.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RVTY","REVVITY INC","Health Care","Equity","7,868,702.24","0.02","7,868,702.24","86,072.00","91.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AKAM","AKAMAI TECHNOLOGIES INC","Information Technology","Equity","7,814,677.34","0.02","7,814,677.34","102,166.00","76.49","United States","NASDAQ","USD","1.00","USD","-"
"PNW","PINNACLE WEST CORP","Utilities","Equity","7,814,072.97","0.02","7,814,072.97","84,871.00","92.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EVR","EVERCORE INC CLASS A","Financials","Equity","7,785,704.85","0.02","7,785,704.85","25,795.00","301.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FHN","FIRST HORIZON CORP","Financials","Equity","7,773,153.60","0.02","7,773,153.60","357,880.00","21.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RGLD","ROYAL GOLD INC","Materials","Equity","7,773,520.59","0.02","7,773,520.59","46,629.00","166.71","United States","NASDAQ","USD","1.00","USD","-"
"MTZ","MASTEC INC","Industrials","Equity","7,737,027.96","0.02","7,737,027.96","44,146.00","175.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WTRG","ESSENTIAL UTILITIES INC","Utilities","Equity","7,690,804.80","0.02","7,690,804.80","196,194.00","39.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BMRN","BIOMARIN PHARMACEUTICAL INC","Health Care","Equity","7,675,585.61","0.02","7,675,585.61","133,931.00","57.31","United States","NASDAQ","USD","1.00","USD","-"
"ALLY","ALLY FINANCIAL INC","Financials","Equity","7,625,450.58","0.02","7,625,450.58","199,254.00","38.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CACI","CACI INTERNATIONAL INC CLASS A","Industrials","Equity","7,627,478.95","0.02","7,627,478.95","15,667.00","486.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNH","CNH INDUSTRIAL N.V. NV","Industrials","Equity","7,617,541.11","0.02","7,617,541.11","622,857.00","12.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LAMR","LAMAR ADVERTISING COMPANY CLAS","Real Estate","Equity","7,600,315.85","0.02","7,600,315.85","63,047.00","120.55","United States","NASDAQ","USD","1.00","USD","-"
"BG","BUNGE GLOBAL SA","Consumer Staples","Equity","7,573,752.62","0.02","7,573,752.62","94,826.00","79.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QGEN","QIAGEN NV","Health Care","Equity","7,546,975.75","0.02","7,546,975.75","153,425.00","49.19","Germany","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HAS","HASBRO INC","Consumer Discretionary","Equity","7,532,705.00","0.02","7,532,705.00","94,100.00","80.05","United States","NASDAQ","USD","1.00","USD","-"
"NCLH","NORWEGIAN CRUISE LINE HOLDINGS LTD","Consumer Discretionary","Equity","7,511,150.08","0.02","7,511,150.08","307,456.00","24.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MEDP","MEDPACE HOLDINGS INC","Health Care","Equity","7,508,388.58","0.02","7,508,388.58","16,247.00","462.14","United States","NASDAQ","USD","1.00","USD","-"
"BXP","BXP INC","Real Estate","Equity","7,458,077.97","0.02","7,458,077.97","111,531.00","66.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HLI","HOULIHAN LOKEY INC CLASS A","Financials","Equity","7,436,786.83","0.02","7,436,786.83","38,699.00","192.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARMK","ARAMARK","Consumer Discretionary","Equity","7,383,825.96","0.02","7,383,825.96","187,027.00","39.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Industrials","Equity","7,378,385.40","0.02","7,378,385.40","27,801.00","265.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MOS","MOSAIC","Materials","Equity","7,358,747.76","0.02","7,358,747.76","228,249.00","32.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DTM","DT MIDSTREAM INC","Energy","Equity","7,347,971.54","0.02","7,347,971.54","72,046.00","101.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WCC","WESCO INTERNATIONAL INC","Industrials","Equity","7,230,415.81","0.02","7,230,415.81","34,117.00","211.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WMS","ADVANCED DRAINAGE SYSTEMS INC","Industrials","Equity","7,230,899.27","0.02","7,230,899.27","50,239.00","143.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXEL","EXELIXIS INC","Health Care","Equity","7,204,965.60","0.02","7,204,965.60","192,030.00","37.52","United States","NASDAQ","USD","1.00","USD","-"
"KNSL","KINSALE CAPITAL GROUP INC","Financials","Equity","7,191,466.35","0.02","7,191,466.35","15,571.00","461.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATI","ATI INC","Industrials","Equity","7,174,883.10","0.02","7,174,883.10","99,582.00","72.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Health Care","Equity","7,157,812.48","0.02","7,157,812.48","39,208.00","182.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IPG","INTERPUBLIC GROUP OF COMPANIES INC","Communication","Equity","7,143,986.34","0.02","7,143,986.34","268,773.00","26.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MLI","MUELLER INDUSTRIES INC","Industrials","Equity","7,146,898.26","0.02","7,146,898.26","77,197.00","92.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SOLV","SOLVENTUM CORP","Health Care","Equity","7,132,037.22","0.02","7,132,037.22","98,686.00","72.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIT","APPLIED INDUSTRIAL TECHNOLOGIES IN","Industrials","Equity","7,134,071.28","0.02","7,134,071.28","27,134.00","262.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OVV","OVINTIV INC","Energy","Equity","7,134,368.92","0.02","7,134,368.92","185,164.00","38.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CELH","CELSIUS HOLDINGS INC","Consumer Staples","Equity","7,076,017.99","0.02","7,076,017.99","117,017.00","60.47","United States","NASDAQ","USD","1.00","USD","-"
"ONON","ON HOLDING AG CLASS A","Consumer Discretionary","Equity","7,061,649.63","0.02","7,061,649.63","156,821.00","45.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DAY","DAYFORCE INC","Industrials","Equity","7,046,077.81","0.02","7,046,077.81","107,623.00","65.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MRNA","MODERNA INC","Health Care","Equity","7,047,470.37","0.02","7,047,470.37","252,507.00","27.91","United States","NASDAQ","USD","1.00","USD","-"
"AYI","ACUITY INC","Industrials","Equity","7,048,540.26","0.02","7,048,540.26","22,026.00","320.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RRX","REGAL REXNORD CORP","Industrials","Equity","7,023,076.41","0.02","7,023,076.41","47,303.00","148.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALGN","ALIGN TECHNOLOGY INC","Health Care","Equity","7,016,982.39","0.02","7,016,982.39","48,807.00","143.77","United States","NASDAQ","USD","1.00","USD","-"
"DOX","AMDOCS LTD","Information Technology","Equity","6,975,536.70","0.02","6,975,536.70","79,766.00","87.45","United States","NASDAQ","USD","1.00","USD","-"
"SSB","SOUTHSTATE CORP","Financials","Equity","6,877,559.35","0.02","6,877,559.35","71,381.00","96.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NYT","NEW YORK TIMES CLASS A","Communication","Equity","6,860,291.08","0.02","6,860,291.08","114,932.00","59.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WBS","WEBSTER FINANCIAL CORP","Financials","Equity","6,845,646.03","0.02","6,845,646.03","118,171.00","57.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PEN","PENUMBRA INC","Health Care","Equity","6,788,292.00","0.02","6,788,292.00","26,810.00","253.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TTEK","TETRA TECH INC","Industrials","Equity","6,761,140.62","0.02","6,761,140.62","188,123.00","35.94","United States","NASDAQ","USD","1.00","USD","-"
"RIVN","RIVIAN AUTOMOTIVE INC CLASS A","Consumer Discretionary","Equity","6,758,521.00","0.02","6,758,521.00","551,716.00","12.25","United States","NASDAQ","USD","1.00","USD","-"
"ALB","ALBEMARLE CORP","Materials","Equity","6,735,591.00","0.02","6,735,591.00","83,620.00","80.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AES","AES CORP","Utilities","Equity","6,730,731.00","0.02","6,730,731.00","506,070.00","13.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WYNN","WYNN RESORTS LTD","Consumer Discretionary","Equity","6,706,840.86","0.02","6,706,840.86","59,442.00","112.83","United States","NASDAQ","USD","1.00","USD","-"
"MTCH","MATCH GROUP INC","Communication","Equity","6,670,911.10","0.02","6,670,911.10","176,246.00","37.85","United States","NASDAQ","USD","1.00","USD","-"
"GME","GAMESTOP CORP CLASS A","Consumer Discretionary","Equity","6,668,483.22","0.02","6,668,483.22","292,221.00","22.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"REXR","REXFORD INDUSTRIAL REALTY REIT INC","Real Estate","Equity","6,655,727.85","0.02","6,655,727.85","168,713.00","39.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EPAM","EPAM SYSTEMS INC","Information Technology","Equity","6,638,711.31","0.02","6,638,711.31","39,627.00","167.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CR","CRANE","Industrials","Equity","6,632,678.53","0.02","6,632,678.53","34,547.00","191.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MOH","MOLINA HEALTHCARE INC","Health Care","Equity","6,635,680.65","0.02","6,635,680.65","38,169.00","173.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATR","APTARGROUP INC","Materials","Equity","6,617,822.31","0.02","6,617,822.31","47,409.00","139.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ORI","OLD REPUBLIC INTERNATIONAL CORP","Financials","Equity","6,601,651.29","0.02","6,601,651.29","169,143.00","39.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAG","CONAGRA BRANDS INC","Consumer Staples","Equity","6,578,354.06","0.02","6,578,354.06","341,378.00","19.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OGE","OGE ENERGY CORP","Utilities","Equity","6,573,866.20","0.02","6,573,866.20","145,762.00","45.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BWA","BORGWARNER INC","Consumer Discretionary","Equity","6,555,135.12","0.02","6,555,135.12","155,852.00","42.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WING","WINGSTOP INC","Consumer Discretionary","Equity","6,546,259.44","0.02","6,546,259.44","19,782.00","330.92","United States","NASDAQ","USD","1.00","USD","-"
"JEF","JEFFERIES FINANCIAL GROUP INC","Financials","Equity","6,515,527.70","0.02","6,515,527.70","109,010.00","59.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMX","CARMAX INC","Consumer Discretionary","Equity","6,495,815.72","0.02","6,495,815.72","109,394.00","59.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AGNC","AGNC INVESTMENT REIT CORP","Financials","Equity","6,481,666.31","0.02","6,481,666.31","674,471.00","9.61","United States","NASDAQ","USD","1.00","USD","-"
"DCI","DONALDSON INC","Industrials","Equity","6,474,863.20","0.02","6,474,863.20","86,320.00","75.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PLNT","PLANET FITNESS INC CLASS A","Consumer Discretionary","Equity","6,451,972.50","0.02","6,451,972.50","59,575.00","108.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OSK","OSHKOSH CORP","Industrials","Equity","6,424,954.56","0.02","6,424,954.56","46,236.00","138.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SEIC","SEI INVESTMENTS","Financials","Equity","6,417,189.29","0.02","6,417,189.29","72,749.00","88.21","United States","NASDAQ","USD","1.00","USD","-"
"FYBR","FRONTIER COMMUNICATIONS PARENT INC","Communication","Equity","6,408,706.92","0.02","6,408,706.92","172,788.00","37.09","United States","NASDAQ","USD","1.00","USD","-"
"FND","FLOOR DECOR HOLDINGS INC CLASS A","Consumer Discretionary","Equity","6,388,685.10","0.02","6,388,685.10","75,285.00","84.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MP","MP MATERIALS CORP CLASS A","Materials","Equity","6,390,547.41","0.02","6,390,547.41","92,229.00","69.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CUBE","CUBESMART REIT","Real Estate","Equity","6,356,477.16","0.02","6,356,477.16","159,071.00","39.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IOT","SAMSARA INC CLASS A","Information Technology","Equity","6,325,853.76","0.01","6,325,853.76","190,998.00","33.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMA","COMERICA INC","Financials","Equity","6,316,229.54","0.01","6,316,229.54","93,463.00","67.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRI","PRIMERICA INC","Financials","Equity","6,308,071.02","0.01","6,308,071.02","23,571.00","267.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TAP","MOLSON COORS BREWING CLASS B","Consumer Staples","Equity","6,272,346.25","0.01","6,272,346.25","121,675.00","51.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WAL","WESTERN ALLIANCE","Financials","Equity","6,258,281.70","0.01","6,258,281.70","76,274.00","82.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
